review	rating
nice modern hotel great location just returned 8 night stay madrid , room overlooking plaza santa ana 5th floor small balcony , problem rooms overlooking plaza noise hours night did use thursday friday saturday nights partying goes night long , view small balcony nice did end getting use noise 1st night , overall hotel staff helpful spoke english , helped dinner reservations cabs , area near hotel provides choices restaurants walked night tried different types food night , casual pizza place just square tour guide mentioned actually dinner nights casual no reservation needed , 9 pm place near 915 9:30 packed nights , food good right street ice cream shop grab ice cream walk area dinner , location hotel excellent major sites walked wanted 5 minutes puerto del sol 10 plaza mayor museums royal palace walking distanct , took day trips segovia toledo used le tango letango .com personal 3 hour tour , reserved 3 hour walking tour madrid day le tango , recommended site forum not disappointed , guides informative helpful provided great information help things 3 hours , used madrid vision days madrid version hop hop bus , great way different sites areas .overall hotel nice modern comfortable bed nice ammenities , expensive overall think worth , did breakfast morning hotel provided good variety hot cold foods	4
piccolo hotel small friendly friend recommended piccolo small hotel , personnel accommodating helpful location walking distance attractions , fact family arrived firenze went directly galleria accademia afternoon david remarkable art walked hotel , checking walked leather district duomo ponte vecchio , young woman greeted gave good recommendation dinner , returning night met manager hotel signora angeloni nice , settled room locked hotel wonder long patiently waited , hotel clean reasonable cost , hotel month long stay allowed share room hotels insisted rooms exceeded maximum room problem children young sleep hotel , parking secure little expected , sgn , a . helped select final destination trip .. left open truly pleased reccomendation , overall enjoyed brief stay piccolo signora angeloni	3
nh city centre better stay twice , 4 star hotel , prices gone stayed june 2003 . clean excellent breakfast , staff helpful friendly , rooms small nice sized bathrooms location great end spui quiet .all rooms europe amsterdam especially smaller usa expensive fund socialism , used , rooms bigger amsterdam clean store luggage check early arrange mercedes limo stadium concert hall 25euro etc .beware amsterdam 3 star hotels , stayed 2 rooms tiny beds dirty threadbare sheets bad smells bad service	5
terrible terrible disappointing charge 150 euro night stayed barcelona marathon booked 3 months advance got darkest room possible no vierw basement not pretty no air conditioning room not sleep nights enquired airconditioning said not turn time late march- unbelievable 150 euro night temperatures hot weekend nights sweating not form marathon .i making sure irish runners hear hotel ts no air conditioning policy marathon 08if decent refunded night accomodation againkathryn daly cork ireland	1
better , room clean bed comfortable , fun ends afraid , constant slow leak coming bathroom vanity , everytime went bathroom stepped puddle water , no cold water sink , cold water knob missing , knobs shower loose tricky water temperature right , toilet did not cover tank , toilet constantly running , times jiggle handle order make stop , room temperature good good thing thermostat did not work , maids replaced coffee used did not leave sugar sweetener creamer , guess thought not notice , parking awkward , no garage hotel , use garage block away , day departure valet brought wrong car , wait 15-20 minutes car , talk scary checkout experience , light sleeper mind hotel close bourbon street , noisy upper floors facing courtyard	2
great value location stayed separate times week march flights burbank airport , hotel convienent airport 5 miles away local sights visiting hollywood area universal warner brother studios hollywood bowl la brea tar pits , breakfast free parking plus , bathroom cleaned bit better visit rest place good , visits manager left basket goodies cookies candy water bottles greatly appreciated long travels lots la traffic jams , faced freeway times did n't traffic noise intrusive , pool small not reason , visited hilton property street friends staying fancy/nice attractive pool scene considering mandatory parking no breakfast provided- holiday inn express better value site seeing not planning alot time hang hotel	4
n't guys , alot better , just ok .we went 15 people toronto .we ages ranging 22 50 . think satisfied group .the food just like resort sucked , no matter dont think going good , beach wasnt nice remeber alot nicer went puntacana 5 years ago , rooms different look good teh maintenace sucks , alot trouble flooding beds extremely unconfertable , think tyme slept good popped gravol passed drunk .the scenery neat did n't pay away park , wanted party like majoruity just wasnt happeneing , lobby quiet nite picks bit barely , 24hr bar lobby 24hr snack bar doesnt opne 12:30 nite , 11 p .m ealier till 12:30 left burnt popcorn , heard breakfast ok , close doors minute late refuse let crazy .there 2 pools lobby beach , beach popular just ok . lobby hardly used just ok . nothing special , swim bar nice dominican , beaches ok dominican else .if want scenerry like walking thean come , lobby 10 min train ride beach train service crap , fun trying on .will no , recommend resort firends no , recommend dominican hell yea , awesome country party just trry different resort dominican just definately not bavaro princess thats all .have fun trip , chose remember said painted picture right	3
hotel inglaterra carrer pelai 14 stayed www .hotel-inglettera .com tuesday september 4 friday september 7 2007 .unbeatable location las ramblas placa catalunya .very smart appointed hotel superior fittings super bedroom , nice terrace overlooking city .outstandingly good breakfast nice people .bought package including breakfast tickets city tour bus essential order use time effectively , highly recommended , middle priced going wonderful city remember stay sights .apart antonio gaudi strongly recommend visiting maritime roman history museums- marvellous	5
wonderfull family spent june 19 26 tropical possible there .it great tripidation went having read reviews .this 5th trip dr 3rd different hotel encouraged brother bring family .it going 1st trip , restaurant staff chambermaid absulutely beautifull people greeting happy hola , wears tags effort respond smiles rushing about .we buffet food good different theme nite dessert bar untouchable supply delicous tropical fruit unending , try like	5
really loved hotell , arrived patra 14th nov 08 stayed 1 week .we stayed delux suite large nice .huge king size bed comfy pillows , nice ensuite spa , yes agree person mini bar small 4 x2ltrs cokes wouldnt fit , brought ice trays use bottled water freeze ice freezer took 2 days freeze , just room service bring hole bucket free , no yes use bottled water , best mee goreng , ok gripe sofas bit cleaner , smelt little sweaty yes bit grime shower corners ect nothing really worry certainly didnt ruin holiday .you cant hear planes airport room , didnt bother , breakfast massive think , dinner hotel little expensive , pool-bar awsome happy hour cocktails buy free 5-7pm , tasty , beautifull views ocean , bar staff let cocktails ocean jump pool ., staff lovely hotel general kept , beautiful gardens nice feel it .it bit town want step outside join night life definatly not hotel , taxi costs 3 didnt bother little bit , hotell certainly value money , definatly stay upgrade pool villa time , look wonderfful .	4
bad night little winter snowstorm forced spend night miami , calling nearby hotels decided marriott assumed good/reliable hotel , room expensive 300 options decided better sleeping airport , took shuttle airport checked , check 30 minute procedure b/c weather not entirely fault , room not clean , toilet urine stains pubic hair requested clean room went sports bar lobby dinner , returned hour later service slow room not cleaned , sent maid came coughing sick , went lobby request room , room smelled strongly like cigar smoke despite fact hotel smoke free , midnight did n't try change rooms , left 5:15am airport shuttle 15-20 minutes late leaving hotel , miserable night waste 330 tax	1
enchanting place , new york traveled puerto rico family reunion decided tamarindo estates , little apartment kitchen needed dishwashing soap kitchen pots pans paper towels bathrooms clean wer equiped soap shampoo conditioner , small apartment balcony tables chairs , shower outside clean going apartment , barbecue pit villas tables , place clean comfortable , walk beach long view fabulous , pool good size pool house equipmed bathrooms shower , beach house tables barbecue , property manager helpful needed , adults kids enjoyed place , best snorkling island right property natural reserve .the problem bring food supplies main island prepared pay prices culebra , not supermarkets small stores , needed not place , make sure rent jeep did not able wish , did taxi drivers easy hours make previous arrangements pick wait hotel , restaurants town .recommendations beautiful beach flamenco beach taxi ride away , walk no walks not cars coming decided safer drive , kiosks food beverages .make sure ferry tickets early sold fast line hour traveling luggage .there car transport works monday friday want car mainland reservation needed does not work saturday sundays .all , looking quiet peaceful place nature , ready again ..	4
comfortable stay visited hilton garden located gravier street , location good especially want walk harrah's .it maybe blocks hotel , visit canal place shopping center , upscale center lots brand designers , convention center not far point , opposite direction walk french quarters , gravier narrow street cars through .my room plesant hilton not gotten hotel upgrade bedding enjoyed previous hilton hotels stays , staff said working , breakfast lunch served hotel , places walk dinner especially weekends .the lobby located 11th floor , hotel cbd/french quarters fee parking car , did not car noticed valet parking cars .now staff pet peeve , desk helpful , not request did not answer great customer care skills , stay	4
chancellor n't enchanting disappointed hotel choosing reviews here .the location great right heart union square .the service quite good enjoyed picking special pillow menu .the room quite small quite old , love older charming rooms just old-moldy tiles bathroom shower head shorter 5'5 water pressure low etc .the biggest disappointment paper walls , hear word neighbors saying , thankfully went bed early .the good news order white noise machine	3
great room stay stayed nights business trip great hotel great room great food near	5
minute secret hotel hstorical gendarmenmarket stayed 5 star hilton berlin nights experience christmas markets celebrate friends birthday , allocated room 5088 looked internal courtyard quiet no view , importantly room appeared clean maintained , size room adequate luxurious touches expected hotel standard opinion poor , robes not large soft fluffy slippers small towels fact friends share towel , king size bed plus added squeaky springs single duvets , minimal tea coffee cup day mini bar , room ironing facilites , pool spa n't experience , minute room no idea breakfast like , redeeming point hotel location superb , room good price stay paying rack rate hotels far superior facilities available berlin	3
great hotel barcelona just returned 3 night stay majestic , location hotel wonderful walkable walked port couple times walked parc guell not area overrun crowds , room deluxe wonderfully clean appointed , service typical european hotels not top-notch serviceable , nice bar ground floor separate cigar bar hall , definitely stay	4
great hotel hotel fantastic , rooms neat clean , staff incredibly friendly helpful , location perfect , night 5 ate different cafe block hotel , great food literally door , room 504 . view tower , air conditioning life saver august	5
perfection park , bryant park hotel oasis inside city , located beautiful bryant park midtown great location amenities premium brand hotel comfort ambiance boutique hotel , picky comes hotels gets gets marks board , staff friendly courteous ball , rooms stayed junior king suite beautifully appointed extremely spacious packed great molton brown amenities gorgeous towels great bathroom fixtures , wood floors welcome relief typical dusty carpets hotels , room quiet heard person hallway , room designed minimilist approach meaning wo n't heavy ornate furniture compliments overall aesthetics perfectly , nyc hotels tricky best known ones disappointing , bryant park hotel perfect anecdote tired big convention-style hotels leery smaller unknown boutique hotels , highly recommend plan stay	5
good stay regularly business equally comfortable leisure trip , palace known taxi drivers westin chain think succesfully integrated westin custtomer service skills iberian personality	4
not start hotel rececpton looks lovely waiting 30 mins check not good start hol .we got room 3rd floor lots steps no lift nice 2 small db beds tv fridge stocked soft drinks water went looked bathroom sink infested ants nice bath tiny ok shower .in wardrobe safe pay 40 2 weeksthe view room view tree not nice tree .the pool lovely 2 big pools bar beach breath taking white sands clear seas whowthe food shocking days nice days nastythe sports bar smells drinks flat beach pool bar fine .the shop priced staff rude bag crisps 5 .00 1 2 partys english people hard times	2
no praise wyndham given hotel good rating drunk entire vacation , started staying el san juan managed williams hospitality group doubt elegant hotel isla verde/condado area , spotless inside service warm personal , wyndham took management hotel changed worse , november experienced check-in problems reviewers , arrived 12:00 noon finally got room 5:00 p .m . sure waste time , years employees rude , surely no cared waited afternoon room , fact complained 4:30 p .m . desk person said hotel 5:00 p .m . room ready , rude , bet , room o .k . spotted coffee set-up anxious cup coffee , way puerto rican coffee best coffees world , looked closer coffeemaker quarter pot coffee left carafe molded , long sitting , lost taste coffee , later requested clean carafe believe not carafe molded coffee remained room days proof rooms n't cleaned , years ago concierge booked wrong restaurant daughter husband shrugged said booked , acouple years ago friends pool area pool wrist bands treated like criminals security force , idea , maybe misses n't important paid 300 .00 night hotel expect better treatment , return , like says pool area lobby great activity , guess management knows draw cut corners customer relations cleanliness , took walk ritz carlton trip quite frankly felt creepy quiet , way reviewer mentioned beach shared el san juan intercontinental , actually entire beach public sit beach hotel	2
not 4-star hotel husband stayed wyndham condado july 2 july 9 . hotel definitely not 4-star hotel , rooms clean carpet needs replacing , larger pool bar kids 3 feet deep , yuck , spent time salt water poole 6 feet deep , salt water poole jacuzzi need work broken tiles rusting etc .we got aarp rate guess itg adequate paid not stay , room hotel extremely noisy street noise , felt air conditioning rooms cooler , store hotel food outrageously priced , 8 .00 hot dog want bacardi old san juan plaza americas bus b21 25 cents , people pr friendly helpful .hope helps	2
lovely hotel great staff good minor complaints recent reviewers , valid , hotel really nice place .the buffet breakfast fabulous n't expect hot food no omelettes bacon oatmeal no croissants buffet great variety choices hams sausages cheeses yogurt cold cereals boiled eggs fruit vegetable salads meat salads lox breads rolls , dining room lovely nice garden sit look on .the owners/staff friendly helpful , obviously enjoy running hotel efficient , place nice personal feel it .we stayed room 404 . 2 rooms balcony , balcony large sit table chairs .the room spacious splotless loved heated bathroom floors , problem regarding bathroom doors consider depending habits , husband likes late night showers/baths light coming doors little annoying , no tubs like soak tub shower excellent plenty pressure hot water , mean bath facing room possible lack privacy did n't bother 25 years marriage better not beds not luxury beds comfortable slept soundly , liked big square pillows , easy plump shape comfortable , asked extra blanket pillow quickly supplied .the issue regarding location depends preferences , like walk did n't hotel far , agree make people little uneasy walk hotel night , street safe berlin general not just street dimly lit night fact dimly lit cities visited europe factor green status city	4
loved , october travel birmingham london celebrate birthdays whilst looking hotels boxes safe room close tourist sites party attending came lbh , concern parking drive ncp just 5mins walk away , outside looks quite plain inside greeted extremely helpful concierge reception staff tasteful decor , room upgraded stayed 1st floor overlooking hotel no noise traffic , room spacious comfortable worked , large flat screen tv lovely queen size bed great , large desk great face slippers dressing gown welcome saved taking , breakfast taken small bright beautifully arranged downstairs breakfast room , large choice food plenty veggie , drinks lovely plenty waiting staff look need , lb train tube station close plenty nice bars restaurants , ordered room service 2nd night omelette chips time fantastic especially hard days sight seeing , completed hotel questionnaire returning home received personal reply just 2 wks later postal strikes , definitely stay visit london hopefully oct 08	5
3 star hotel poor royal service plan stayed gran melia reforma booked master suite royal service plan , royal service plan includes continental breakfast snacks cocktails 6-8pm , service private check-in check-out 12th floor , complaints did n't service paid , tipping extra room service check-out charged tip everytime ordered , breakfast really bad visit marquis reforma tips breakfast buffett , royal service lounge pc internet access , person professional courteous elizabeth thank soo understanding , traveling wife kids 3yr old daugher 19 month old son , traveling mexico city look jw marriott marquis reforma , complaints royal service staff not	2
glass half ok hate mail unreasonable 3 stars reason , weather amazing , just dr . ordered , aethetic perspective 4 4 .5 star spot , resort beautiful , stunning , extremely nicely kept-up , flowers grounds impeccably groomed , beach manicured morning ocean gorgeous , pool huge wicked swim bar , food good great variety able tasty nights , mean options extravagant roasted boar chuchuro spicy local fish options simple pasta pizza coldcuts salads no complaints going hungry , rooms spacious clean new modern furntiture , visual perspective place rocks .but despite nice employees attitude staff members completely uncaring inhospitable , tipped 15 day total various employees really did n't think cared .but beach towels 8am , no biggie really annoying 4th day told laundry facility broken , no biggie n't hot water none 5 6 nights ah cares right , afterall sun nice cold shower feel pretty good right check people rude unhelpful flight delayed getting 1am noon day 6 nights room n't ready 17:00/5pm , watch things day , vacation make moved reading week spanish students causing havoc enjoyment guests , kids partied 6am everynight kept eveyone hollering , complaints came resort did nothing , n't told respect resort rules tossed , trust way iop , security smoke shop tried charge wife 6 ,500 dominican pesos pack smokes , realized apporox cad200 inisisted cancelling transaction complained desk concierge just asked room number looked , nothing hospitality room booked 2 days vacation n't booked according real piece work desk , issued key room actually guests , imagine 2 hours leave flight want shower open door room guests , confused , invited room chambermaid speak desk finally received key grungy room freshening place filthy , wife did n't want use shower thankfully brought towels home none .too buts overall place sooo potential , constructing new facilities place getting nicer , bad beauty spot n't remotely challenged attitudes key employees constanly challenged glass half full .we totally recommend punta cana overall ca n't recommend place , folks stayed barcello loved	3
unusual good experience stayed hotel max 9 days conference early june extremely good value , reason chose hotel primarily price location easy walking distance convention center , price n't think better hotel downtown seattle .the hotel fun modern decor staff friendly intelligent helpful uniformly young nearly 40 years , rooms quite small not size doubles room clean , beds extremely comfortable rooms surprisingly quiet , bathroom clean modern not figure drain sink thought malfunctioning quick visit maintenance showed just n't hip figure , bad thing shower curtain smelled mildew .some helpful amenities hotel include nice business center small equipped gym second floor , business center couple computers printer guests internet service rooms requires extra fee , gym quite fancy treadmills free weights .the staff flexible splitting ways sharing double room people complaint night television stopped working no apparent reason maintenance man unable fix , eventually started working no obvious reason figured wrong .we ate attached bar red fin food wine tasty , hotel nice location walking distance convention center space needle waterfront pike place market , n't miss nearby palace kitchen restaurant doughnut shop 5th avenue , yummy	5
marquis review im giving rating following reasons called night arrive told room ws booked evrything ok . wife arrived said mistake allocated room , doh not happy , managed perffectly arranged use stay marquis hotels 5 mins drive away , upgraded managed 3 free breakfasts , called paid taxi hotel gave complimentary drink waited .was hotel nice , dunno , stayed neutral rating , looked nice happy stay	3
great location best thing hotel location , door uffizi palazzo vecchio , just minutes walk duomo , fantastic , reach major attractions foot , far food shopping concerned lot options near hotel , stayed wife son march 2006 . booked room extra bed hotel checked gave bedroom apartment nice , breakfast ok served nice room , staff helpful general , unfortunately checked deal staff incompetent extremely arrogant , mistake billing pointed accused giving wrong information refused change printed , involved not attitude shocking , apart incident experience positive hotel	5
boring went celebrate 36th wedding anniversary , absolutely nothing did not want hang pool play golf , balcony faced balconies residents no scenery drove sedona , parallel parking incline highlight day , not cup tea	3
not great booked 3 nights hotel hotel website did not stop checking day meaning door cards access lifts rooms cancelled day , morning received phone reception telling leave room supposed checkout , despite providing booking confirmation adamant leave , happened morning apology , rooms generally dated lack tea coffee facilites , onsight bar kopel cafe staff rude unhelpful hard , took 20 mins served saturday night not drink wanted run glasses , overall price not impressive	2
pretty average not star arrived sydney short notice nye hotels , amora jamison not choice , star cbd thought do .apon arriving knew immeadiatekly n't expect .no bell boy service , carry bags room , asked desk said oh bags help , wife traveling month lot luggage not just night bags , bad start straight away .no room rooms smaller , not clean , plenty scuff marks stains carpet .dusty too .the television small wardrobe right bed making awkward watch .also bathroom ordinary towels small light ragged round years , arrrghhhh .this just things mentioned , just not expect star hotel .perhaps star hotel n't trying hard , rates nye jan 1st world not	2
